"index","PT","AU","BA","BE","GP","AF","BF","CA","TI","SO","SE","BS","LA","DT","CT","CY","CL","SP","HO","DE","ID","AB","C1","RP","EM","RI","OI","FU","FX","CR","NR","TC","Z9","U1","U2","PU","PI","PA","SN","EI","BN","J9","JI","PD","PY","VL","IS","PN","SU","SI","MA","BP","EP","AR","DI","D2","PG","WC","SC","GA","UT","PM","X","year","X.1","X.2","X.3","X.4","X.5","X.6","X.7","X.8","X.9","X.10","X.11","X.12","X.13","X.14","X.15","X.16","X.17","X.18","X.19","X.20","X.21","X.22","X.23","X.24","X.25","X.26"
869,"J","Li, JZ; Zhang, Y; Wen, B; Li, M; Wang, YJ",NA,"",NA,"Li, J-Z; Zhang, Y.; Wen, B.; Li, M.; Wang, Y-J",NA,"","Ability of PITX2 methylation to predict survival in patients with prostate cancer (Retraction of vol 8, pg 3507, 2015)","ONCOTARGETS AND THERAPY","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1178-6930","","",NA,NA,"",2016,"9","","",NA,"",NA,"613","613","","10.2147/OTT.S105168","",NA,"Biotechnology & Applied Microbiology; Oncology","Biotechnology & Applied Microbiology; Oncology",NA,"WOS:000369403400001",NA,NA,2015,"Li, JZ"," Zhang, Y"," Wen, B"," Li, M"," Wang, YJ","","","","","","","","","","","","","","","","","","","","",""
870,"J","Li, YH; Li, DY; Ren, BP; Hu, J; Li, BG; Krzton, A; Li, M",NA,"",NA,"Li Yanhong; Li Dayong; Ren Baoping; Hu Jie; Li Baoguo; Krzton, Ali; Li Ming",NA,"","Determinants of differences in the activity budgets of Rhinopithecus bieti by age/sex class at Xiangguqing in the Baimaxueshan nature reserve, China (Retraction of vol 67, pg 675, 2015)","ARCHIVES OF BIOLOGICAL SCIENCES","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0354-4664","1821-4339","",NA,NA,"",2016,"68","1","",NA,"",NA,"237","237","","10.2298/ABS160112009E","",NA,"Biology","Life Sciences & Biomedicine - Other Topics",NA,"WOS:000377883400024",NA,NA,2015,"Li, YH"," Li, DY"," Ren, BP"," Hu, J"," Li, BG"," Krzton, A"," Li, M","","","","","","","","","","","","","","","","","","",""
871,"J","Liu, J; Yang, W; Wu, X; Hu, X",NA,"",NA,"Liu, J.; Yang, W.; Wu, X.; Hu, X.",NA,"","Invasive cystic hypersecretory carcinoma of the breast: a case report (Retraction of vol 8, pg 7499, 2015)","INTERNATIONAL JOURNAL OF CLINICAL AND EXPERIMENTAL PATHOLOGY","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1936-2625","","",NA,NA,"",2016,"9","2","",NA,"",NA,"2757","2757","","","",NA,"Oncology; Pathology","Oncology; Pathology",NA,"WOS:000371809200301",NA,NA,2015,"Liu, J"," Yang, W"," Wu, X"," Hu, X","","","","","","","","","","","","","","","","","","","","","",""
873,"J","Luo, S; Wu, L; Zhou, J; Xu, S; Yang, Q; Li, Y; Shen, H; Zhang, S",NA,"",NA,"Luo, S.; Wu, L.; Zhou, J.; Xu, S.; Yang, Q.; Li, Y.; Shen, H.; Zhang, S.",NA,"","Tracheobronchopathia osteochondroplastica: two cases and a review of the literature (Retraction of vol 8, pg 8585, 2015)","INTERNATIONAL JOURNAL OF CLINICAL AND EXPERIMENTAL PATHOLOGY","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1936-2625","","",NA,NA,"",2016,"9","2","",NA,"",NA,"2753","2753","","","",NA,"Oncology; Pathology","Oncology; Pathology",NA,"WOS:000371809200297",NA,NA,2015,"Luo, S"," Wu, L"," Zhou, J"," Xu, S"," Yang, Q"," Li, Y"," Shen, H"," Zhang, S","","","","","","","","","","","","","","","","","",""
874,"J","Lv, F; Liu, X; Wang, B; Guo, H; Li, J; Shen, L; Jin, M",NA,"",NA,"Lv, F.; Liu, X.; Wang, B.; Guo, H.; Li, J.; Shen, L.; Jin, M.",NA,"","S-1 monotherapy as second line chemotherapy in advanced gastric cancer patients previously treated with cisplatin/infusional fluorouracil (Retraction of vol 7, pg 4274, 2014)","INTERNATIONAL JOURNAL OF CLINICAL AND EXPERIMENTAL PATHOLOGY","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1936-2625","","",NA,NA,"",2016,"9","2","",NA,"",NA,"2755","2755","","","",NA,"Oncology; Pathology","Oncology; Pathology",NA,"WOS:000371809200299",NA,NA,2014,"Lv, F"," Liu, X"," Wang, B"," Guo, H"," Li, J"," Shen, L"," Jin, M","","","","","","","","","","","","","","","","","","",""
877,"J","Mtunzi, B; Meyer, EL; Michael, S",NA,"",NA,"Mtunzi, Busiso; Meyer, Edson L.; Michael, Simon",NA,"","THERMAL AND ELECTRICAL ENERGY YIELD ANALYSIS OF A DIRECTLY WATER COOLED PHOTOVOLTAIC MODULE (Retraction of vol 19, pg S547, 2015)","THERMAL SCIENCE","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0354-9836","2334-7163","",NA,NA,"",2016,"20","2","",NA,"",NA,"770","770","","10.2298/TSCI130118144M","",NA,"Thermodynamics","Thermodynamics",NA,"WOS:000375510200037",NA,NA,2015,"Mtunzi, B"," Meyer, EL"," Michael, S","","","","","","","","","","","","","","","","","","","","","","",""
878,"J","Murdoch, BE; Kuruvilla, MS; Goozee, JV",NA,"",NA,"Murdoch, Bruce E.; Kuruvilla, Mili S.; Goozee, Justine V.",NA,"","Effect of speech rate manipulations on articulatory dynamics in severe traumatic brain injury: An EMA and EPG study (Retraction of vol 26, pg 241, 2012)","BRAIN INJURY","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0269-9052","1362-301X","",NA,NA,"",2016,"30","8","",NA,"",NA,"1041","1041","","10.1080/02699052.2016.1200453","",NA,"Neurosciences; Rehabilitation","Neurosciences & Neurology; Rehabilitation",NA,"WOS:000380901800014",NA,NA,2012,"Murdoch, BE"," Kuruvilla, MS"," Goozee, JV","","","","","","","","","","","","","","","","","","","","","","",""
879,"J","Narayanan, BA",NA,"",NA,"Narayanan, Bhagavathi A.",NA,"","Suppression of N-Methyl-N-nitrosourea/Testosterone-Induced Rat Prostate Cancer Growth by Celecoxib: Effects on Cyclooxygenase-2, Cell Cycle Regulation, and Apoptosis Mechanism(s) (Retraction of vol 9, pg 3503, 2003)","CLINICAL CANCER RESEARCH","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1078-0432","1557-3265","",NA,NA,"01-Jan",2016,"22","1","",NA,"",NA,"270","270","","10.1158/1078-0432.CCR-15-2811","",NA,"Oncology","Oncology",NA,"WOS:000367550300032",26728412,NA,2003,"Narayanan, BA","","","","","","","","","","","","","","","","","","","","","","","","",""
880,"J","Nie, YY; Zhang, L; Wu, YH; Liu, HJ; Mao, WW; Du, J",NA,"",NA,"Nie, Y. Y.; Zhang, L.; Wu, Y. H.; Liu, H. J.; Mao, W. W.; Du, J.",NA,"","Screening of candidate genes and fine mapping of drought tolerance quantitative trait loci on chromosome 4 in rice (Oryza sativa L.) under drought stress (Retraction of vol 5, pg 5007, 2015)","ECOLOGY AND EVOLUTION","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2045-7758","","",NA,NA,"JAN",2016,"6","1","",NA,"",NA,"375","375","","10.1002/ece3.1855","",NA,"Ecology","Environmental Sciences & Ecology",NA,"WOS:000369164000031",NA,NA,2015,"Nie, YY"," Zhang, L"," Wu, YH"," Liu, HJ"," Mao, WW"," Du, J","","","","","","","","","","","","","","","","","","","",""
881,"J","Orak, I; Korkut, H; Yildirim, N; Turut, A",NA,"",NA,"Orak, Ikram; Korkut, Hatun; Yildirim, Nezir; Turut, Abdulmecit",NA,"","Illumination response on the electrical characterizations of Cr/n-GaAs/In photodiode (Retraction of vol 126, pg 4946, 2015)","OPTIK","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0030-4026","","",NA,NA,"",2016,"127","5","",NA,"",NA,"3095","3095","","10.1016/j.ijleo.2015.12.059","",NA,"Optics","Optics",NA,"WOS:000369207700132",NA,NA,2015,"Orak, I"," Korkut, H"," Yildirim, N"," Turut, A","","","","","","","","","","","","","","","","","","","","","",""
882,"J","Pan, ZY; Yang, Y; Pan, H; Zhang, J; Liu, H; Yang, Y; Huang, G; Yin, L; Huang, J; Zhou, WP",NA,"",NA,"Pan, Z. Y.; Yang, Y.; Pan, H.; Zhang, J.; Liu, H.; Yang, Y.; Huang, G.; Yin, L.; Huang, J.; Zhou, W. P.",NA,"","Lentivirus-mediated TPD52L2 depletion inhibits the proliferation of liver cancer cells in vitro (Retraction of vol 8, pg 2334, 2015)","INTERNATIONAL JOURNAL OF CLINICAL AND EXPERIMENTAL MEDICINE","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1940-5901","","",NA,NA,"",2016,"9","6","",NA,"",NA,"12416","12416","","","",NA,"Medicine, Research & Experimental","Research & Experimental Medicine",NA,"WOS:000379157300222",NA,NA,2015,"Pan, ZY"," Yang, Y"," Pan, H"," Zhang, J"," Liu, H"," Yang, Y"," Huang, G"," Yin, L"," Huang, J"," Zhou, WP","","","","","","","","","","","","","","","",""
883,"J","Papp, B; Szurdoki, E; Pantovic, J; Sabovljevic, MS",NA,"",NA,"Papp, B.; Szurdoki, E.; Pantovic, J.; Sabovljevic, M. S.",NA,"","Physcomitrium eurystomum and Pohlia proligera, new mosses in the bryophyte flora of Serbia (Retraction of vol 65, pg 703, 2013)","ARCHIVES OF BIOLOGICAL SCIENCES","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0354-4664","1821-4339","",NA,NA,"",2016,"68","1","",NA,"",NA,"241","241","","10.2298/ABS151116129E","",NA,"Biology","Life Sciences & Biomedicine - Other Topics",NA,"WOS:000377883400026",NA,NA,2013,"Papp, B"," Szurdoki, E"," Pantovic, J"," Sabovljevic, MS","","","","","","","","","","","","","","","","","","","","","",""
885,"J","Samuel, JB; Stanley, JA; Vengatesh, G; Princess, RA; Muthusami, S; Roopha, DP; Suthagar, E; Kumar, KM; Sebastian, MS; Aruldhas, MM",NA,"",NA,"Samuel, J. B.; Stanley, J. A.; Vengatesh, G.; Princess, R. A.; Muthusami, S.; Roopha, D. P.; Suthagar, E.; Kumar, K. M.; Sebastian, M. S.; Aruldhas, M. M.",NA,"","Ameliorative effect of vitamin C on hexavalent chromium-induced delay in sexual maturation and oxidative stress in developing Wistar rat ovary and uterus (Retraction of vol 28, pg 720, 2012)","TOXICOLOGY AND INDUSTRIAL HEALTH","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0748-2337","1477-0393","",NA,NA,"JAN",2016,"32","1","",NA,"",NA,"192","192","","10.1177/0748233715620771","",NA,"Public, Environmental & Occupational Health; Toxicology","Public, Environmental & Occupational Health; Toxicology",NA,"WOS:000367580200025",NA,NA,2012,"Samuel, JB"," Stanley, JA"," Vengatesh, G"," Princess, RA"," Muthusami, S"," Roopha, DP"," Suthagar, E"," Kumar, KM"," Sebastian, MS"," Aruldhas, MM","","","","","","","","","","","","","","","",""
887,"J","Sun, Y; Ye, L; Jiang, C; Jiang, J; Hong, H; Qiu, L",NA,"",NA,"Sun, Y.; Ye, L.; Jiang, C.; Jiang, J.; Hong, H.; Qiu, L.",NA,"","Over-expression of HSPA12B protects mice against myocardium ischemic/reperfusion injury through a PPARy-dependent PI3K/Akt/eNOS pathway (Retraction of vol 7, pg 2724, 2015)","AMERICAN JOURNAL OF TRANSLATIONAL RESEARCH","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1943-8141","","",NA,NA,"",2016,"8","3","",NA,"",NA,"1625","1625","","","",NA,"Oncology; Medicine, Research & Experimental","Oncology; Research & Experimental Medicine",NA,"WOS:000375265200028",NA,NA,2015,"Sun, Y"," Ye, L"," Jiang, C"," Jiang, J"," Hong, H"," Qiu, L","","","","","","","","","","","","","","","","","","","",""
889,"J","Tao, D; Pan, Y; Lu, H; Zheng, S; Lin, H; Fang, H; Cao, F",NA,"",NA,"Tao, D.; Pan, Y.; Lu, H.; Zheng, S.; Lin, H.; Fang, H.; Cao, F.",NA,"","B-myb is a gene implicated in cell cycle and proliferation of breast cancer (Retraction of vol 7, pg 5819, 2014)","INTERNATIONAL JOURNAL OF CLINICAL AND EXPERIMENTAL PATHOLOGY","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1936-2625","","",NA,NA,"",2016,"9","2","",NA,"",NA,"2754","2754","","","",NA,"Oncology; Pathology","Oncology; Pathology",NA,"WOS:000371809200298",NA,NA,2014,"Tao, D"," Pan, Y"," Lu, H"," Zheng, S"," Lin, H"," Fang, H"," Cao, F","","","","","","","","","","","","","","","","","","",""
891,"J","Vallejo-Medina, P; Sierra, JC",NA,"",NA,"Vallejo-Medina, Pablo; Sierra, Juan Carlos",NA,"","Adaptation, Equivalence, and Validation of the Changes in Sexual Functioning Questionnaire-Drugs in a Sample of Drug-Dependent Men (Retraction of vol 39, pg 368, 2013)","JOURNAL OF SEX & MARITAL THERAPY","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0092-623X","1521-0715","",NA,NA,"",2016,"42","4","",NA,"",NA,"386","386","","10.1080/0092623X.2016.1177386","",NA,"Psychology, Clinical; Family Studies","Psychology; Family Studies",NA,"WOS:000378138900011",NA,NA,2013,"Vallejo-Medina, P"," Sierra, JC","","","","","","","","","","","","","","","","","","","","","","","",""
892,"J","Wang, Q; Wang, T; Wang, Z; Zheng, H",NA,"",NA,"Wang, Q.; Wang, T.; Wang, Z.; Zheng, H.",NA,"","Diagnostic value of IMP3 in pancreatic cancer: a meta-analysis (Retraction of vol 8, pg 10603, 2015)","INTERNATIONAL JOURNAL OF CLINICAL AND EXPERIMENTAL MEDICINE","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1940-5901","","",NA,NA,"",2016,"9","6","",NA,"",NA,"12417","12417","","","",NA,"Medicine, Research & Experimental","Research & Experimental Medicine",NA,"WOS:000379157300223",NA,NA,2015,"Wang, Q"," Wang, T"," Wang, Z"," Zheng, H","","","","","","","","","","","","","","","","","","","","","",""
893,"J","Wang, YX; Yu, ZM; Ren, HM; Wang, J; Wu, JJ; Chen, Y; Ding, ZT",NA,"",NA,"Wang, Yixuan; Yu, Zheming; Ren, Huimin; Wang, Jian; Wu, Jianjun; Chen, Yan; Ding, Zhengtong",NA,"","The synergistic effect between beta-amyloid(1-42) and alpha-synuclein on the synapses dysfunction in hippocampal neurons (Retraction of vol 63, pg 1, 2015)","JOURNAL OF CHEMICAL NEUROANATOMY","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0891-0618","1873-6300","",NA,NA,"JAN",2016,"71","","",NA,"",NA,"50","50","","10.1016/j.jchemneu.2015.12.015","",NA,"Biochemistry & Molecular Biology; Neurosciences","Biochemistry & Molecular Biology; Neurosciences & Neurology",NA,"WOS:000368961900007",NA,NA,2015,"Wang, YX"," Yu, ZM"," Ren, HM"," Wang, J"," Wu, JJ"," Chen, Y"," Ding, ZT","","","","","","","","","","","","","","","","","","",""
894,"J","Watkins, SK; Hurwitz, AA",NA,"",NA,"Watkins, Stephanie K.; Hurwitz, Arthur A.",NA,"","FOXO3 A master switch for regulating tolerance and immunity in dendritic cells (Retraction of vol 1, pg 252, 2012)","ONCOIMMUNOLOGY","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2162-402X","","",NA,NA,"",2016,"5","5","",NA,"",NA,"","","e1173506","10.1080/2162402X.2016.1173506","",NA,"Oncology; Immunology","Oncology; Immunology",NA,"WOS:000379162200057",NA,NA,2012,"Watkins, SK"," Hurwitz, AA","","","","","","","","","","","","","","","","","","","","","","","",""
895,"J","Watthanasurorot, A; Jiravanichpaisal, P; Soderhall, I; Soderhall, K",NA,"",NA,"Watthanasurorot, Apiruck; Jiravanichpaisal, Pikul; Soderhall, Irene; Soderhall, Kenneth",NA,"","A gC1qR Prevents White Spot Syndrome Virus Replication in the Freshwater Crayfish Pacifastacus leniusculus (Retraction of vol 84, pg 10844, 2010)","JOURNAL OF VIROLOGY","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0022-538X","1098-5514","",NA,NA,"JAN",2016,"90","2","",NA,"",NA,"1154","1154","","10.1128/JVI.02628-15","",NA,"Virology","Virology",NA,"WOS:000367527900050",NA,NA,2010,"Watthanasurorot, A"," Jiravanichpaisal, P"," Soderhall, I"," Soderhall, K","","","","","","","","","","","","","","","","","","","","","",""
896,"J","Wei, B; Huang, QY; Zhong, XG",NA,"",NA,"Wei, Bin; Huang, Qiaoying; Zhong, Xiaogang",NA,"","Upregulation of nucleostemin in colorectal cancer and its effects on cell malignancy (Retraction of vol 8, pg 1805, 2015)","ONCOTARGETS AND THERAPY","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1178-6930","","",NA,NA,"",2016,"9","","",NA,"",NA,"2625","2625","","10.2147/OTT.S111824","",NA,"Biotechnology & Applied Microbiology; Oncology","Biotechnology & Applied Microbiology; Oncology",NA,"WOS:000375541400001",NA,NA,2015,"Wei, B"," Huang, QY"," Zhong, XG","","","","","","","","","","","","","","","","","","","","","","",""
897,"J","Wu, GZ; Pan, CX; Jiang, D; Zhang, Q; Li, Y; Zheng, SY",NA,"",NA,"Wu, G. Z.; Pan, C. X.; Jiang, D.; Zhang, Q.; Li, Y.; Zheng, S. Y.",NA,"","Clinicopathological significance of Fas and Fas ligand expressions in esophageal cancer (Retraction of vol 5, pg 2865, 2015)","AMERICAN JOURNAL OF CANCER RESEARCH","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2156-6976","","",NA,NA,"",2016,"6","1","",NA,"",NA,"126","126","","","",NA,"Oncology","Oncology",NA,"WOS:000371349200013",NA,NA,2015,"Wu, GZ"," Pan, CX"," Jiang, D"," Zhang, Q"," Li, Y"," Zheng, SY","","","","","","","","","","","","","","","","","","","",""
898,"J","Xie, C; Han, Y; Liu, Y; Han, L; Liu, J",NA,"",NA,"Xie, C.; Han, Y.; Liu, Y.; Han, L.; Liu, J.",NA,"","miRNA-124 down-regulates SOX8 expression and suppresses cell proliferation in non-small cell lung cancer (Retraction of vol 7, pg 7518, 2014)","INTERNATIONAL JOURNAL OF CLINICAL AND EXPERIMENTAL PATHOLOGY","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1936-2625","","",NA,NA,"",2016,"9","2","",NA,"",NA,"2756","2756","","","",NA,"Oncology; Pathology","Oncology; Pathology",NA,"WOS:000371809200300",NA,NA,2014,"Xie, C"," Han, Y"," Liu, Y"," Han, L"," Liu, J","","","","","","","","","","","","","","","","","","","","",""
900,"J","Xuan, CJ; Karasev, A; Shibata, H; Jonsson, PG",NA,"",NA,"Xuan, Changji; Karasev, Andrey; Shibata, Hiroyuki; Jonsson, Par Goren",NA,"","Wetting Behavior of Single Crystal TiO2 by Liquid Iron (Retraction of vol 56, pg 765, 2016)","ISIJ INTERNATIONAL","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0915-1559","1347-5460","",NA,NA,"",2016,"56","6","",NA,"",NA,"1117","1117","","","",NA,"Metallurgy & Metallurgical Engineering","Metallurgy & Metallurgical Engineering",NA,"WOS:000378189600027",NA,NA,2016,"Xuan, CJ"," Karasev, A"," Shibata, H"," Jonsson, PG","","","","","","","","","","","","","","","","","","","","","",""
901,"J","Yang, Y",NA,"",NA,"Yang, Yong",NA,"","Identifying the inhibitory mechanism of apigenin on the insulin ligand-receptor binding (Retraction of vol 6, pg 1190, 2015)","MEDCHEMCOMM","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2040-2503","2040-2511","",NA,NA,"",2016,"7","7","",NA,"",NA,"1449","1449","","10.1039/c6md90032a","",NA,"Biochemistry & Molecular Biology; Chemistry, Medicinal","Biochemistry & Molecular Biology; Pharmacology & Pharmacy",NA,"WOS:000379431300021",NA,NA,2015,"Yang, Y","","","","","","","","","","","","","","","","","","","","","","","","",""
902,"J","Yonglitthipagon, P; Pairojkul, C; Bhudhisawasdi, V; Mulvenna, J; Loukas, A; Sripa, B",NA,"",NA,"Yonglitthipagon, Ponlapat; Pairojkul, Chawalit; Bhudhisawasdi, Vajarabhongsa; Mulvenna, Jason; Loukas, Alex; Sripa, Banchob",NA,"","Proteomics-based identification of alpha-enolase as a potential prognostic marker in cholangiocarcinoma (Retraction of vol 45, pg 827, 2012)","CLINICAL BIOCHEMISTRY","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0009-9120","1873-2933","",NA,NA,"JAN",2016,"49","02-Jan","",NA,"",NA,"196","196","","10.1016/j.clinbiochem.2015.11.014","",NA,"Medical Laboratory Technology","Medical Laboratory Technology",NA,"WOS:000368752700037",NA,NA,2012,"Yonglitthipagon, P"," Pairojkul, C"," Bhudhisawasdi, V"," Mulvenna, J"," Loukas, A"," Sripa, B","","","","","","","","","","","","","","","","","","","",""
904,"J","Zhao, P",NA,"",NA,"Zhao Ping",NA,"","Munc18c is Dispensable for Insulin-stimulated GLUT4 Translocation in Adipocytes (Retraction of vol 41, pg 1144, 2014)","PROGRESS IN BIOCHEMISTRY AND BIOPHYSICS","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1000-3282","","",NA,NA,"JAN",2016,"43","1","",NA,"",NA,"90","90","","","",NA,"Biochemistry & Molecular Biology; Biophysics","Biochemistry & Molecular Biology; Biophysics",NA,"WOS:000368558100009",NA,NA,2014,"Zhao, P","","","","","","","","","","","","","","","","","","","","","","","","",""
905,"J","Zhao, X; Wu, Y; Lv, Z",NA,"",NA,"Zhao, X.; Wu, Y.; Lv, Z.",NA,"","miR-128 modulates hepatocellular carcinoma by inhibition of ITGA2 and ITGA5 expression (Retraction of vol 7, pg 1564, 2015)","AMERICAN JOURNAL OF TRANSLATIONAL RESEARCH","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1943-8141","","",NA,NA,"",2016,"8","4","",NA,"",NA,"1919","1919","","","",NA,"Oncology; Medicine, Research & Experimental","Oncology; Research & Experimental Medicine",NA,"WOS:000377094900012",NA,NA,2015,"Zhao, X"," Wu, Y"," Lv, Z","","","","","","","","","","","","","","","","","","","","","","",""
906,"J","Zhao, Y; Li, X; Sun, X; Zhang, Y; Ren, H",NA,"",NA,"Zhao, Y.; Li, X.; Sun, X.; Zhang, Y.; Ren, H.",NA,"","EMT phenotype is induced by increased Src kinase activity via Src-mediated caspase-8 phosphorylation (Retraction of vol 29, pg 341, 2012)","CELLULAR PHYSIOLOGY AND BIOCHEMISTRY","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1015-8987","1421-9778","",NA,NA,"",2016,"38","5","",NA,"",NA,"1714","1714","","10.1159/000443110","",NA,"Cell Biology; Physiology","Cell Biology; Physiology",NA,"WOS:000375787800005",NA,NA,2012,"Zhao, Y"," Li, X"," Sun, X"," Zhang, Y"," Ren, H","","","","","","","","","","","","","","","","","","","","",""
915,"J","Tako, E; Hoekenga, OA; Kochian, LV; Glahn, RP",NA,"",NA,"Tako, Elad; Hoekenga, Owen A.; Kochian, Leon V.; Glahn, Raymond P.",NA,"","High bioavailablilty iron maize (Zea mays L.) developed through molecular breeding provides more absorbable iron in vitro (Caco-2 model) and in vivo (Gallus gallus) (Retraction of vol 12, 3, 2013)","NUTRITION JOURNAL","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1475-2891","","",NA,NA,"29-Dec",2015,"14","","",NA,"",NA,"","","126","10.1186/s12937-015-0109-x","",NA,"Nutrition & Dietetics","Nutrition & Dietetics",NA,"WOS:000367218000001",NA,NA,2013,"Tako, E"," Hoekenga, OA"," Kochian, LV"," Glahn, RP","","","","","","","","","","","","","","","","","","","","","",""
916,"J","Kui, EL; Kanazawa, A; Poisson, JF; Py, S",NA,"",NA,"Kui, Evelyn Lieou; Kanazawa, Alice; Poisson, Jean-Francois; Py, Sandrine",NA,"","Transition Metal-Catalyzed Ring Expansion of Diazocarbonylated Cyclic N-Hydroxylamines: A New Approach to Cyclic Ketonitrones (Retraction of vol 16, pg 4484, 2014)","ORGANIC LETTERS","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1523-7060","1523-7052","",NA,NA,"18-Dec",2015,"17","24","",NA,"",NA,"6282","6282","","10.1021/acs.orglett.5b03426","",NA,"Chemistry, Organic","Chemistry",NA,"WOS:000366878300087",NA,NA,2014,"Kui, EL"," Kanazawa, A"," Poisson, JF"," Py, S","","","","","","","","","","","","","","","","","","","","","",""
